match_id,game_version,placement,level,gold_left,last_round,time_eliminated,total_damage_to_players,players_eliminated,trait_TFT16_Brawler,trait_TFT16_Juggernaut,trait_TFT16_KindredUnique,trait_TFT16_Magus,trait_TFT16_Piltover,trait_TFT16_Rapidfire,trait_TFT16_Zaun,unit_0_name,unit_0_tier,unit_1_name,unit_1_tier,unit_2_name,unit_2_tier,unit_3_name,unit_3_tier,unit_4_name,unit_4_tier,unit_5_name,unit_5_tier,unit_5_item_0,unit_5_item_1,unit_5_item_2,unit_6_name,unit_6_tier,unit_6_item_0,unit_6_item_1,unit_6_item_2,unit_7_name,unit_7_tier,unit_7_item_0,unit_7_item_1,unit_7_item_2,unit_8_name,unit_8_tier,unit_8_item_0,unit_8_item_1,unit_8_item_2,trait_TFT16_Harvester,trait_TFT16_ShadowIsles,trait_TFT16_ShyvanaUnique,trait_TFT16_Vanquisher,trait_TFT16_Warden,unit_4_item_0,unit_4_item_1,trait_TFT16_AurelionSolUnique,trait_TFT16_Defender,trait_TFT16_Demacia,trait_TFT16_Heroic,trait_TFT16_Sorcerer,trait_TFT16_Targon,unit_3_item_0,unit_3_item_1,unit_3_item_2,trait_TFT16_Blacksmith,trait_TFT16_Chronokeeper,trait_TFT16_Invoker,trait_TFT16_Yordle,unit_1_item_0,unit_1_item_1,unit_1_item_2,trait_TFT16_Ionia,trait_TFT16_TheBoss,trait_TFT16_Huntress,unit_0_item_0,unit_0_item_1,unit_0_item_2,unit_2_item_0,unit_2_item_1,unit_2_item_2,trait_TFT16_Emperor,trait_TFT16_Shurima,trait_TFT16_SylasTrait,trait_TFT16_Gunslinger,unit_4_item_2,trait_TFT16_Bilgewater,trait_TFT16_Slayer,trait_TFT16_Void,trait_TFT16_DarkinWeapon,trait_TFT16_Soulbound,trait_TFT16_ZaahenTrait,unit_9_name,unit_9_tier,unit_9_item_0,trait_TFT16_KaisaUnique,trait_TFT16_Longshot,trait_TFT16_Glutton,trait_TFT16_Caretaker,trait_TFT16_Explorer,trait_TFT16_Freljord,trait_TFT16_Noxus,trait_TFT16_RuneMage,trait_TFT16_XerathUnique,unit_10_name,unit_10_tier,unit_11_name,unit_11_tier,unit_11_item_0,unit_11_item_1,unit_11_item_2,trait_TFT16_Teamup_JarvanShyvana,trait_TFT16_AatroxUnique,unit_9_item_1,unit_9_item_2,trait_TFT16_BaronUnique,trait_TFT16_DarkChild,unit_10_item_0,unit_10_item_1,unit_10_item_2,trait_TFT4_Blacksmith,trait_TFT4_Brawler,trait_TFT4_Elderwood,trait_TFT4_Mage,trait_TFT4_Fabled,trait_TFT4_Vanguard,trait_TFT4_Adept,trait_TFT4_Divine,trait_TFT4_Duelist,trait_TFT4_Enlightened,trait_TFT4_Exile,trait_TFT4_Ninja,trait_TFT4_Emperor,trait_TFT4_Executioner,trait_TFT4_Keeper,trait_TFT4_Spirit,trait_TFT4_Warlord,trait_TFT4_Mystic,trait_TFT4_Assassin,trait_TFT4_Slayer,trait_TFT16_HexMech,unit_12_name,unit_12_tier,unit_12_item_0,unit_12_item_1,unit_12_item_2,trait_TFT16_Teamup_AmbessaKindred,trait_TFT4_Dragonsoul,trait_TFT4_Fortune,trait_TFT4_Boss,trait_TFT4_Cultist,trait_TFT4_Syphoner,trait_TFT4_Sharpshooter,trait_TFT4_Daredevil,unit_13_name,unit_13_tier
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1,8,31,34,2028.8056640625,137,2,,3.0,,,,,,TFT16_JarvanIV,2.0,TFT16_Sona,2.0,TFT16_Poppy,2.0,TFT16_Garen,3.0,TFT16_Lux,2.0,TFT16_Lissandra,2.0,Jeweled Gauntlet,Nashor's Tooth,Spear of Shojin,TFT16_Swain,2.0,TFT16_Item_DemaciaEmblemItem,Ionic Spark,Warmog's Armor,TFT16_Shyvana,1.0,Quicksilver,,,TFT16_Galio,1.0,,,,,,1.0,,,Archangel's Staff,Hextech Gunblade,,2.0,7.0,1.0,2.0,,Spirit Visage,Spirit Visage,Protector's Vow,,,2.0,,Thief's Gloves,Quicksilver,Steadfast Heart,,,,,,,,,,,,,,Spear of Shojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,3,9,0,34,2021.9964599609375,118,0,,,,,4.0,,,TFT16_Vi,2.0,TFT16_Orianna,2.0,TFT16_Sejuani,2.0,TFT16_Loris,2.0,TFT16_Taric,2.0,TFT16_Lissandra,2.0,Blue Buff,Crown of Demacia,Jeweled Gauntlet,TFT16_Seraphine,2.0,Spear of Shojin,Rabadon's Deathcap,Giant Slayer,TFT16_Braum,2.0,Ionic Spark,Sunfire Cape,Spirit Visage,TFT16_Azir,2.0,,,,,,,,2.0,Spirit Visage,Bramble Vest,,2.0,,,,1.0,Thief's Gloves,Titan's Resolve,Last Whisper,,,2.0,,Blue Buff,,,,,,,,,Negatron Cloak,,,,,,,Adaptive Helm,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,5,8,1,30,1824.1552734375,78,0,2.0,,,,,,,TFT16_Shen,2.0,TFT16_Neeko,2.0,TFT16_Yasuo,3.0,TFT16_Kennen,2.0,TFT16_Wukong,2.0,TFT16_Yone,2.0,Guinsoo's Rageblade,Bloodthirster,Last Whisper,TFT16_Yunara,1.0,Thief's Gloves,Red Buff,Archangel's Staff,TFT16_Sett,1.0,Seeker's Armguard,TFT16_Item_SorcererEmblemItem,,,,,,,,,,,,Thief's Gloves,Archangel's Staff,,2.0,,,2.0,,Bloodthirster,Red Buff,,,,,,Negatron Cloak,,,7.0,1.0,,Guinsoo's Rageblade,Spirit Visage,,Infinity Edge,Edge of Night,Hand Of Justice,,,,,Morellonomicon,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,8,6,0,24,1487.60400390625,30,0,,,,2.0,2.0,,4.0,TFT16_Neeko,3.0,TFT16_Vi,3.0,TFT16_Ekko,2.0,TFT16_Seraphine,1.0,TFT16_Singed,1.0,TFT16_Nidalee,2.0,Quicksilver,TFT16_Item_ZaunEmblemItem,,,,,,,,,,,,,,,,,,,,,,TFT16_Item_DemaciaEmblemItem,Giant's Belt,,2.0,,,,,Tear of the Goddess,,,,,,,TFT16_Item_IxtalEmblemItem,,,,,1.0,Dragon's Claw,Sunfire Cape,,Titan's Resolve,Giant Slayer,Bloodthirster,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,6,8,28,27,1631.585205078125,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,4,9,1,33,2003.971435546875,127,0,2.0,2.0,,2.0,2.0,,7.0,TFT16_Blitzcrank,2.0,TFT16_Vi,1.0,TFT16_Ekko,3.0,TFT16_Jinx,2.0,TFT16_DrMundo,2.0,TFT16_Seraphine,2.0,Striker's Flail,Morellonomicon,Blue Buff,TFT16_Wukong,2.0,Warmog's Armor,Gargoyle Stoneplate,Adaptive Helm,TFT16_Singed,2.0,,,,TFT16_Warwick,2.0,Titan's Resolve,Sterak's Gage,Deathblade,,,,,,,,,,,,,,Last Whisper,Kraken's Fury,Hextech Gunblade,,,,,,,,,,,,,,Thief's Gloves,Giant Slayer,Red Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,2,9,0,34,2028.8056640625,177,2,,2.0,1.0,,,2.0,,TFT16_Draven,2.0,TFT16_Ambessa,2.0,TFT16_Taric,2.0,TFT16_Skarner,2.0,TFT16_Swain,2.0,TFT16_Kindred,2.0,Guinsoo's Rageblade,Mittens,Giant Slayer,TFT16_Fiddlesticks,2.0,,,,TFT16_Lucian,2.0,Last Whisper,Infinity Edge,Deathblade,TFT16_Shyvana,1.0,Thief's Gloves,Kraken's Fury,Hand Of Justice,1.0,,1.0,2.0,,Protector's Vow,,,,,,,1.0,Evenshroud,Spirit Visage,Gargoyle Stoneplate,,,,,Thief's Gloves,Bloodthirster,Deathblade,,,,Guinsoo's Rageblade,Deathblade,,Protector's Vow,,,,,,,,,,,,1.0,,tft16_atakhan,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7713779260,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,7,8,8,26,1595.40380859375,46,0,,3.0,,,2.0,,5.0,TFT16_Blitzcrank,2.0,TFT16_Vi,2.0,TFT16_Jinx,2.0,TFT16_Seraphine,1.0,TFT16_Singed,2.0,TFT16_Warwick,2.0,Guinsoo's Rageblade,Bloodthirster,Death's Defiance,TFT16_Swain,2.0,Adaptive Helm,,,TFT16_Lucian,1.0,,,,,,,,,,,,,,Sunfire Cape,Spirit Visage,,,,,,,,,,,,,,,,,,,,,,,Infinity Edge,Giant Slayer,Guinsoo's Rageblade,,,,2.0,Evenshroud,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,2,9,1,38,2239.72021484375,168,3,2.0,2.0,,,,,,TFT16_Sion,2.0,TFT16_Gangplank,2.0,TFT16_Ambessa,2.0,TFT16_BelVeth,2.0,TFT16_RiftHerald,2.0,TFT16_Swain,2.0,,,,TFT16_Fiddlesticks,2.0,Thief's Gloves,Adaptive Helm,Striker's Flail,TFT16_Lucian,1.0,Spear of Shojin,Infinity Edge,,TFT16_Shyvana,2.0,Thief's Gloves,Infinity Edge,Giant Slayer,1.0,,1.0,3.0,,Sunfire Cape,Evenshroud,,,,,,,Guinsoo's Rageblade,Quicksilver,Hextech Gunblade,,,,,,,,,,,,,,Titan's Resolve,Hand Of Justice,Edge of Night,,,,,Spirit Visage,,2.0,2.0,,1.0,,tft16_atakhan,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,4,9,1,30,1804.7677001953125,88,1,5.0,,,,,,,TFT16_Anivia,1.0,TFT16_Shen,2.0,TFT16_Sion,2.0,TFT16_Kobuko,1.0,TFT16_Leblanc,2.0,TFT16_Taric,1.0,,,,TFT16_Lissandra,2.0,Void Staff,Spear of Shojin,Jeweled Gauntlet,TFT16_Wukong,1.0,Thief's Gloves,Edge of Night,Spirit Visage,TFT16_Volibear,1.0,Edge of Night,Quicksilver,Sterak's Gage,,,,,,Recurve Bow,Last Whisper,,,,,,1.0,Thief's Gloves,Sterak's Gage,Rabadon's Deathcap,,,4.0,,,,,,,,,,,Spirit Visage,Sunfire Cape,Dragon's Claw,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,1,10,2,38,2239.72021484375,202,2,2.0,2.0,1.0,,,3.0,,TFT16_Shen,2.0,TFT16_Ahri,1.0,TFT16_Wukong,2.0,TFT16_Yunara,2.0,TFT16_Swain,2.0,TFT16_Kindred,2.0,,,,TFT16_Fiddlesticks,2.0,Morellonomicon,,,TFT16_Lucian,2.0,Spear of Shojin,Red Buff,,TFT16_Shyvana,1.0,,,,1.0,,1.0,,,,,,,,,2.0,,Guinsoo's Rageblade,Striker's Flail,Infinity Edge,,,,,,,,5.0,1.0,,,,,Evenshroud,Spirit Visage,Adaptive Helm,,,,,,,,,,1.0,,TFT16_Sett,2.0,Archangel's Staff,,,,,,,,,,,,,,,,,,,Bloodthirster,TFT16_Item_RapidfireEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,8,8,0,23,1399.7962646484375,20,0,,2.0,,,,,,TFT16_JarvanIV,2.0,TFT16_Sona,2.0,TFT16_Anivia,2.0,TFT16_XinZhao,2.0,TFT16_Poppy,2.0,TFT16_Garen,2.0,Dragon's Claw,Spirit Visage,Steadfast Heart,TFT16_Lux,1.0,Nashor's Tooth,Hextech Gunblade,Spear of Shojin,TFT16_Swain,1.0,,,,TFT16_Galio,1.0,,,,,,,,,,,,2.0,7.0,1.0,2.0,,,,,,,2.0,,Hextech Gunblade,Void Staff,Needlessly Large Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,3,8,5,31,1866.623046875,101,0,,2.0,,,,,,TFT16_JarvanIV,2.0,TFT16_Poppy,2.0,TFT16_Vayne,2.0,TFT16_Taric,2.0,TFT16_Garen,2.0,TFT16_Lux,2.0,Blue Buff,Rabadon's Deathcap,,TFT16_Kaisa,2.0,Infinity Edge,Nashor's Tooth,Deathblade,TFT16_Swain,1.0,Horizon Focus,Protector's Vow,,TFT16_Galio,1.0,,,,,,,,,Sunfire Cape,Spirit Visage,,2.0,6.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,Kraken's Fury,Last Whisper,Giant Slayer,,,,,Dragon's Claw,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,5,8,0,28,1710.94287109375,59,0,4.0,,,,,,,TFT16_KogMaw,2.0,TFT16_ChoGath,2.0,TFT16_DrMundo,2.0,TFT16_Wukong,1.0,TFT16_RiftHerald,2.0,TFT16_Skarner,1.0,,,,TFT16_Kaisa,2.0,Statikk Shiv,Guinsoo's Rageblade,Hextech Gunblade,TFT16_Volibear,1.0,Thief's Gloves,Kraken's Fury,Hand Of Justice,,,,,,,,,,,Gargoyle Stoneplate,Steadfast Heart,,,,,,,,,,,,,,,,,,,,Void Staff,Morellonomicon,,,,,,,,,Gargoyle Stoneplate,,,4.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,6,8,4,27,1642.5341796875,60,0,2.0,2.0,,,,,,TFT16_Sion,2.0,TFT16_RekSai,2.0,TFT16_ChoGath,1.0,TFT16_Gangplank,1.0,TFT16_Ambessa,1.0,TFT16_BelVeth,2.0,Kraken's Fury,Quicksilver,TFT16_TheDarkinBow,TFT16_RiftHerald,2.0,Sunfire Cape,Sterak's Gage,,TFT16_Swain,1.0,,,,,,,,,,,,3.0,,Quicksilver,Deathblade,,,,,,,,,,,,,,Hextech Gunblade,,,,,,,,,,,,,,,,Last Whisper,,2.0,4.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7720318804,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,7,8,2,27,1643.6875,66,0,,2.0,,2.0,,,7.0,TFT16_Blitzcrank,2.0,TFT16_Vi,2.0,TFT16_Ekko,2.0,TFT16_Jinx,2.0,TFT16_DrMundo,1.0,TFT16_Singed,2.0,Protector's Vow,Sunfire Cape,Spirit Visage,TFT16_Warwick,2.0,Hullcrusher,Titan's Resolve,Deathblade,TFT16_Azir,2.0,,,,,,,,,,,,,,Evenshroud,Sterak's Gage,,,,,,,Guinsoo's Rageblade,Hextech Gunblade,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,4,9,1,35,2105.473388671875,88,1,2.0,2.0,,,,,,TFT16_KogMaw,2.0,TFT16_ChoGath,2.0,TFT16_Taric,2.0,TFT16_Wukong,2.0,TFT16_RiftHerald,2.0,TFT16_Kaisa,2.0,Hextech Gunblade,Guinsoo's Rageblade,Giant Slayer,TFT16_Swain,1.0,TFT16_Item_IoniaEmblemItem,,,TFT16_Lucian,1.0,,,,TFT16_Sett,1.0,Thief's Gloves,Void Staff,Nashor's Tooth,,,,,,Sunfire Cape,Spirit Visage,,,,,2.0,1.0,Gargoyle Stoneplate,Sterak's Gage,Warmog's Armor,,,,,,,,3.0,1.0,,Void Staff,,,Thief's Gloves,Void Staff,Red Buff,,,,,Warmog's Armor,,,4.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,6,8,22,33,1968.7418212890625,99,0,,2.0,,,2.0,2.0,7.0,TFT16_Ashe,1.0,TFT16_Vi,2.0,TFT16_Sejuani,2.0,TFT16_Jinx,2.0,TFT16_DrMundo,2.0,TFT16_Singed,2.0,Spirit Visage,TFT16_Item_FreljordEmblemItem,Sunfire Cape,TFT16_Warwick,2.0,Titan's Resolve,Sterak's Gage,Bloodthirster,TFT16_Swain,2.0,Dragon's Claw,Protector's Vow,TFT16_Item_ZaunEmblemItem,,,,,,,,,,,Gargoyle Stoneplate,Spirit Visage,,2.0,,,,,Last Whisper,Striker's Flail,,,,,,Thief's Gloves,Bramble Vest,Void Staff,,,,,,,TFT16_Item_ZaunEmblemItem,Steadfast Heart,TFT16_Item_PiltoverEmblemItem,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,7,9,0,30,1762.7525634765625,67,0,2.0,2.0,,,,,,TFT16_Sion,2.0,TFT16_RekSai,2.0,TFT16_Ambessa,2.0,TFT16_BelVeth,2.0,TFT16_RiftHerald,2.0,TFT16_Swain,1.0,,,,TFT16_Fiddlesticks,1.0,Morellonomicon,Needlessly Large Rod,,TFT16_Shyvana,1.0,,,,TFT16_Aatrox,1.0,Hextech Gunblade,TFT16_Item_VoidEmblemItem,Hand Of Justice,1.0,,1.0,3.0,,Evenshroud,Protector's Vow,,,,,,,Kraken's Fury,Quicksilver,Giant Slayer,,,,,,,,,,,,,,Giant Slayer,Bloodthirster,Deathblade,,,,,,,2.0,4.0,1.0,,,tft16_atakhan,1.0,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,2,10,0,40,2365.936279296875,205,2,4.0,3.0,,,,,,TFT16_Illaoi,3.0,TFT16_Blitzcrank,1.0,TFT16_MissFortune,2.0,TFT16_Wukong,2.0,TFT16_Ornn,2.0,TFT16_Lucian,1.0,Morellonomicon,Spear of Shojin,Spatula,TFT16_Shyvana,2.0,TFT16_Item_BilgewaterEmblemItem,TFT16_Item_WardenEmblemItem,TFT16_Item_Bilgewater_CaptainsBrew,TFT16_TahmKench,2.0,Thief's Gloves,Nashor's Tooth,Deathblade,TFT16_TahmKench,1.0,TFT16_Item_JuggernautEmblemItem,TFT16_Item_Bilgewater_LuckyEyepatch,,,,1.0,,2.0,Aegis of Dawn,Spirit Visage,,,,,,,Evenshroud,Gargoyle Stoneplate,Sunfire Cape,1.0,,,,,,,,,,Bloodthirster,Infinity Edge,Hand Of Justice,TFT16_Item_Bilgewater_DeadmansDagger,Spear of Shojin,TFT16_Item_Bilgewater_FirstMatesFlintlock,,,,2.0,Horizon Focus,4.0,,,,1.0,,TFT16_Volibear,2.0,Bloodthirster,,,1.0,,,,,,,,,,,,,,,,Sterak's Gage,Lich Bane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,1,9,3,40,2370.2919921875,210,2,,4.0,,,,,,TFT16_Briar,2.0,TFT16_RekSai,2.0,TFT16_ChoGath,2.0,TFT16_Ambessa,2.0,TFT16_BelVeth,2.0,TFT16_Swain,2.0,The Indomitable,Protector's Vow,Lightshield Crest,TFT16_Fiddlesticks,2.0,Rabadon's Deathcap,Striker's Flail,Void Staff,TFT16_Shyvana,2.0,Hand Of Justice,Sterak's Gage,Hand Of Justice,TFT16_Aatrox,1.0,TFT16_Item_VoidEmblemItem,Hand Of Justice,,1.0,,1.0,3.0,,Giant Slayer,Quicksilver,,,,,,,Gold Collector,Edge of Night,TFT16_Item_SlayerEmblemItem,,,,,,,,,,,,,,TFT16_Item_DemaciaEmblemItem,,,,,,,Last Whisper,,4.0,4.0,1.0,,,tft16_atakhan,1.0,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,3,9,0,35,2099.832763671875,112,1,,2.0,,,,,,TFT16_JarvanIV,2.0,TFT16_Garen,2.0,TFT16_Lux,2.0,TFT16_Lissandra,2.0,TFT16_Swain,2.0,TFT16_Zilean,1.0,,,,TFT16_Fiddlesticks,1.0,,,,TFT16_Lucian,1.0,,,,TFT16_Shyvana,1.0,,,,1.0,,1.0,,,Crownguard,TFT16_Item_DemaciaEmblemItem,,2.0,5.0,1.0,2.0,,Morellonomicon,Void Staff,Blue Buff,,1.0,2.0,,Spirit Visage,Steadfast Heart,Warmog's Armor,,,,,,,Jeweled Gauntlet,Archangel's Staff,Spear of Shojin,,,,,Spirit Visage,,,,,1.0,,TFT16_Galio,1.0,Dragon's Claw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,5,9,5,33,1961.58203125,108,1,2.0,2.0,,,,,,TFT16_JarvanIV,2.0,TFT16_Shen,1.0,TFT16_Poppy,2.0,TFT16_Vayne,2.0,TFT16_Garen,2.0,TFT16_Lux,2.0,Void Staff,Archangel's Staff,Hextech Gunblade,TFT16_RiftHerald,1.0,Sunfire Cape,Evenshroud,TFT16_Item_DemaciaEmblemItem,TFT16_Kaisa,2.0,TFT5_Item_ThiefsGlovesRadiant,TFT5_Item_GuinsoosRagebladeRadiant,TFT5_Item_BrambleVestRadiant,TFT16_Swain,1.0,Needlessly Large Rod,,,,,,,,Warmog's Armor,Dragon's Claw,,2.0,7.0,1.0,2.0,,Guinsoo's Rageblade,Hand Of Justice,TFT16_Item_YordleEmblemItem,,,,2.0,,,,,,,,,,,,,,,,,Bramble Vest,,,2.0,,,,TFT16_Galio,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7722722688,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,8,8,1,26,1523.68798828125,36,0,,,,2.0,2.0,,,TFT16_Anivia,1.0,TFT16_Loris,2.0,TFT16_Malzahar,1.0,TFT16_Taric,1.0,TFT16_Lissandra,2.0,TFT16_Seraphine,2.0,Morellonomicon,Jeweled Gauntlet,Blue Buff,TFT16_Braum,2.0,Warmog's Armor,TFT5_Item_GargoyleStoneplateRadiant,Ionic Spark,TFT16_Volibear,1.0,Recurve Bow,,,,,,,,,,,,2.0,Jeweled Gauntlet,Adaptive Helm,,,,,,1.0,,,,,,2.0,,TFT16_Item_FreljordEmblemItem,,,,,,,,,,,,,,,,Nashor's Tooth,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7719548558,Linux Version 16.3.744.1639 (Feb 04 2026/16:23:09) [PUBLIC] <Releases/16.3>,2,10,3,34,2047.5806884765625,130,2,2.0,,,2.0,2.0,,,TFT16_Lulu,1.0,TFT16_Neeko,2.0,TFT16_Vi,2.0,TFT16_Kobuko,2.0,TFT16_Taric,1.0,TFT16_Seraphine,2.0,Morellonomicon,Last Whisper,Spear of Shojin,TFT16_Skarner,2.0,Dragon's Claw,Gargoyle Stoneplate,Ionic Spark,TFT16_Renekton,2.0,,,,TFT16_Azir,2.0,Tactician's Crown,Tactician's Crown,,,,,,,,,,2.0,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,TFT16_Brock,2.0,Bloodthirster,,,,,3.0,,,1.0,,TFT16_Volibear,1.0,TFT16_Ryze,1.0,Spear of Shojin,Nashor's Tooth,TFT5_Item_MorellonomiconRadiant,,,Infinity Edge,Sterak's Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUW1_7719548558,Linux Version 16.3.744.1639 (Feb 04 2026/16:23:09) [PUBLIC] <Releases/16.3>,6,9,3,31,1879.973876953125,104,0,,2.0,,,2.0,,,TFT16_Neeko,2.0,TFT16_Vi,1.0,TFT16_Taric,1.0,TFT16_Seraphine,2.0,TFT16_Skarner,2.0,TFT16_Swain,1.0,,,,TFT16_Fiddlesticks,2.0,,,,TFT16_Shyvana,2.0,Sterak's Gage,Sterak's Gage,,TFT16_AurelionSol,2.0,Nashor's Tooth,Adaptive Helm,Jeweled Gauntlet,1.0,,1.0,,,Ionic Spark,Gargoyle Stoneplate,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,Protector's Vow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
